Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
16904,41,Male,Jeans,Footwear,77,Washington,M,Maroon,Summer,4.0,No,No,5,Debit Card,Bi-Weekly
16905,36,Female,Shirt,Outerwear,59,Montana,XL,Gold,Summer,3.6,No,Yes,48,Credit Card,Fortnightly
16906,57,Female,Handbag,Accessories,60,South Carolina,XL,Teal,Spring,4.4,Yes,Yes,14,PayPal,Weekly
16907,33,Male,Jeans,Accessories,99,Arkansas,S,Violet,Winter,4.7,No,No,15,Credit Card,Every 3 Months
16908,18,Male,Jacket,Accessories,33,Oregon,L,Gold,Fall,3.0,No,No,27,Venmo,Monthly
16909,52,Male,Jacket,Outerwear,60,Tennessee,L,Orange,Winter,2.8,No,Yes,38,Bank Transfer,Annually
16910,24,Male,Backpack,Accessories,79,North Dakota,M,Lavender,Summer,4.4,No,No,18,Venmo,Monthly
16911,53,Male,Pants,Footwear,33,Massachusetts,XL,Violet,Fall,3.0,Yes,No,2,Cash,Quarterly
16912,30,Male,Boots,Footwear,45,Nebraska,S,Orange,Spring,4.4,Yes,No,24,Venmo,Monthly
16913,44,Male,Sneakers,Footwear,62,New Mexico,XL,Brown,Fall,2.6,Yes,Yes,38,Credit Card,Monthly
16914,63,Male,Socks,Clothing,85,Kentucky,XL,Gray,Fall,3.9,Yes,Yes,25,Bank Transfer,Bi-Weekly
16915,38,Female,Socks,Accessories,91,New Jersey,M,Indigo,Winter,2.8,Yes,No,33,Credit Card,Every 3 Months
16916,34,Male,Shoes,Clothing,28,Texas,L,Magenta,Fall,2.8,No,Yes,17,Bank Transfer,Quarterly
16917,25,Female,Blouse,Accessories,75,New Mexico,S,Lavender,Spring,3.5,No,Yes,47,PayPal,Weekly
16918,57,Male,Scarf,Outerwear,68,Rhode Island,L,Lavender,Spring,2.9,Yes,No,2,Debit Card,Monthly
16919,26,Male,Dress,Accessories,72,Washington,M,Silver,Spring,4.1,No,Yes,6,Bank Transfer,Bi-Weekly
16920,49,Male,Skirt,Outerwear,68,Kansas,XL,Gold,Summer,4.1,No,No,15,Debit Card,Quarterly
16921,35,Female,Hoodie,Clothing,45,Arkansas,XL,Pink,Summer,4.7,No,No,32,Bank Transfer,Monthly
16922,63,Female,Sunglasses,Accessories,23,North Carolina,L,Teal,Winter,3.8,No,Yes,1,Bank Transfer,Monthly
16923,51,Female,Coat,Outerwear,67,New Hampshire,S,Green,Fall,3.5,Yes,Yes,7,Venmo,Weekly
16924,42,Female,Skirt,Accessories,99,Nebraska,L,Yellow,Spring,3.9,No,Yes,20,PayPal,Quarterly
16925,47,Female,Belt,Outerwear,23,Michigan,L,Violet,Spring,3.9,Yes,Yes,50,Bank Transfer,Bi-Weekly
16926,43,Male,Boots,Accessories,98,Wyoming,L,Gray,Summer,2.7,Yes,No,13,Venmo,Monthly
16927,55,Male,Sunglasses,Accessories,80,Kentucky,S,Lavender,Spring,4.6,Yes,No,2,Credit Card,Annually
16928,38,Male,Sunglasses,Clothing,94,Alaska,L,Orange,Fall,2.6,Yes,Yes,9,Credit Card,Quarterly
16929,46,Male,Boots,Footwear,27,Alaska,M,Black,Winter,3.6,No,No,38,Venmo,Every 3 Months
16930,58,Male,Skirt,Accessories,22,Nebraska,L,Green,Spring,3.4,Yes,Yes,12,PayPal,Quarterly
16931,34,Male,Shorts,Outerwear,82,Oregon,S,Red,Spring,3.0,Yes,No,2,Cash,Monthly
16932,18,Male,Sandals,Accessories,76,Montana,XL,Turquoise,Winter,3.9,No,Yes,29,Credit Card,Monthly
16933,42,Male,Jeans,Outerwear,67,Indiana,XL,Pink,Summer,2.5,No,Yes,4,PayPal,Every 3 Months
16934,42,Female,Hat,Clothing,53,South Dakota,M,Orange,Spring,3.0,Yes,No,34,PayPal,Every 3 Months
16935,37,Female,Scarf,Footwear,86,Ohio,S,Orange,Fall,3.3,No,Yes,39,Cash,Weekly
16936,37,Male,Handbag,Outerwear,65,Tennessee,S,Brown,Fall,4.0,No,No,34,Credit Card,Weekly
16937,33,Female,Shorts,Clothing,77,Texas,S,Violet,Spring,3.1,Yes,No,33,Credit Card,Annually
16938,19,Female,Sneakers,Footwear,41,Iowa,L,Black,Winter,3.8,Yes,No,24,Bank Transfer,Every 3 Months
16939,66,Male,Hat,Footwear,84,Mississippi,L,Green,Fall,2.6,No,No,19,Venmo,Weekly
16940,21,Female,Jewelry,Footwear,76,Vermont,XL,Gray,Summer,4.8,Yes,No,45,Debit Card,Weekly
16941,61,Female,Hat,Accessories,47,Pennsylvania,L,Red,Winter,2.7,Yes,Yes,18,Debit Card,Weekly
16942,55,Female,Jacket,Clothing,26,North Carolina,S,Violet,Summer,4.6,No,Yes,6,Credit Card,Quarterly
16943,23,Female,Scarf,Outerwear,76,North Dakota,XL,Olive,Spring,4.3,No,Yes,27,Cash,Bi-Weekly
16944,58,Male,Belt,Clothing,71,Nevada,M,Cyan,Fall,3.8,Yes,No,13,Debit Card,Every 3 Months
16945,30,Female,Jewelry,Clothing,52,Colorado,XL,Peach,Spring,4.6,Yes,Yes,23,Bank Transfer,Bi-Weekly
16946,53,Male,Sneakers,Outerwear,94,Vermont,M,Turquoise,Fall,3.0,Yes,Yes,44,Venmo,Monthly
16947,22,Female,Blouse,Outerwear,68,Missouri,L,Gray,Fall,3.6,Yes,Yes,19,Cash,Annually
16948,53,Female,Socks,Footwear,92,Massachusetts,XL,Magenta,Winter,4.6,No,No,30,PayPal,Every 3 Months
16949,37,Male,Boots,Footwear,95,Washington,M,Green,Fall,3.6,No,Yes,20,Credit Card,Fortnightly
16950,63,Male,Belt,Outerwear,36,Kentucky,S,Magenta,Spring,3.2,No,No,4,PayPal,Bi-Weekly
16951,20,Female,Coat,Footwear,80,Wyoming,M,Pink,Winter,4.0,No,No,46,Venmo,Weekly
16952,38,Male,Scarf,Clothing,23,Arizona,S,Gray,Winter,3.0,No,Yes,36,Bank Transfer,Bi-Weekly
16953,34,Male,Pants,Footwear,43,Missouri,M,Maroon,Winter,4.4,Yes,Yes,31,Venmo,Bi-Weekly
16954,36,Female,Sneakers,Accessories,54,Kentucky,XL,Blue,Spring,2.5,Yes,No,18,PayPal,Fortnightly
16955,44,Male,Belt,Accessories,77,Mississippi,S,Beige,Spring,4.4,Yes,Yes,41,Venmo,Weekly
16956,64,Female,Coat,Accessories,27,Tennessee,M,Red,Fall,4.0,Yes,Yes,30,PayPal,Bi-Weekly
16957,33,Female,Shorts,Accessories,67,Arkansas,S,Lavender,Fall,3.4,No,Yes,15,Cash,Weekly
16958,22,Male,Scarf,Accessories,98,Maine,S,Black,Summer,3.8,Yes,No,25,Credit Card,Weekly
16959,33,Female,Jeans,Clothing,78,Hawaii,XL,Magenta,Winter,4.2,Yes,No,17,Credit Card,Fortnightly
16960,37,Female,Sweater,Accessories,90,Illinois,M,Blue,Spring,2.7,No,Yes,14,PayPal,Fortnightly
16961,52,Male,Belt,Clothing,29,Illinois,XL,Maroon,Spring,4.0,No,No,37,Debit Card,Bi-Weekly
16962,61,Female,Handbag,Clothing,81,Connecticut,M,Brown,Winter,3.0,No,No,27,Credit Card,Quarterly
16963,36,Female,Socks,Clothing,94,Connecticut,M,Peach,Winter,3.2,No,No,31,Debit Card,Bi-Weekly
16964,32,Male,T-shirt,Accessories,78,Colorado,S,Red,Summer,4.3,No,No,10,Venmo,Every 3 Months
16965,22,Female,Handbag,Clothing,29,Wisconsin,XL,Turquoise,Spring,3.7,No,No,9,Credit Card,Fortnightly
16966,59,Male,Shirt,Footwear,77,Montana,L,Cyan,Summer,3.1,Yes,No,8,Credit Card,Bi-Weekly
16967,18,Female,Scarf,Clothing,64,Illinois,L,Red,Winter,3.7,Yes,Yes,33,Cash,Fortnightly
16968,54,Male,Jacket,Clothing,92,Utah,M,Cyan,Winter,4.2,No,No,50,Cash,Bi-Weekly
16969,53,Female,Boots,Footwear,63,Kentucky,S,Yellow,Fall,2.7,No,No,44,Cash,Fortnightly
16970,46,Male,Shirt,Outerwear,80,Vermont,S,Gray,Summer,2.8,No,Yes,15,Venmo,Fortnightly
16971,28,Female,Hat,Footwear,28,Rhode Island,S,Peach,Winter,4.6,Yes,No,28,Bank Transfer,Every 3 Months
16972,36,Female,Belt,Clothing,25,Texas,XL,Turquoise,Spring,3.9,No,No,50,PayPal,Fortnightly
16973,70,Female,Scarf,Clothing,78,New Hampshire,S,Gold,Fall,4.7,No,Yes,26,Credit Card,Annually
16974,54,Female,Hoodie,Accessories,45,New Jersey,XL,Orange,Fall,4.6,No,No,19,PayPal,Bi-Weekly
16975,18,Male,Dress,Accessories,75,Maryland,L,Olive,Fall,2.5,Yes,Yes,19,Venmo,Annually
16976,62,Female,Coat,Outerwear,26,North Carolina,L,Orange,Winter,4.0,No,No,1,Cash,Bi-Weekly
16977,29,Female,Jewelry,Clothing,32,New Jersey,M,Green,Summer,4.2,Yes,Yes,4,Credit Card,Bi-Weekly
16978,22,Male,Shoes,Clothing,99,Missouri,L,Yellow,Winter,3.9,Yes,Yes,12,Bank Transfer,Every 3 Months
16979,30,Male,Sneakers,Clothing,36,Minnesota,L,Gold,Winter,3.4,Yes,Yes,1,Cash,Fortnightly
16980,70,Female,Hat,Clothing,33,Kentucky,L,Orange,Winter,4.6,No,Yes,3,Bank Transfer,Every 3 Months
16981,66,Female,Sneakers,Outerwear,64,New York,S,Gray,Fall,3.3,No,No,31,PayPal,Annually
16982,63,Female,Jewelry,Footwear,84,Louisiana,XL,Violet,Summer,2.9,No,No,23,Credit Card,Annually
16983,30,Female,Shorts,Footwear,58,South Carolina,XL,Silver,Winter,4.2,Yes,No,47,Cash,Bi-Weekly
16984,58,Female,Hoodie,Accessories,25,Florida,S,Indigo,Fall,4.5,Yes,No,22,Credit Card,Annually
16985,37,Female,Jeans,Clothing,96,Michigan,M,Purple,Summer,5.0,Yes,No,13,Debit Card,Annually
16986,64,Male,Pants,Footwear,50,Idaho,M,White,Winter,4.0,Yes,No,46,Cash,Bi-Weekly
16987,59,Male,Hat,Footwear,99,Mississippi,L,Beige,Winter,4.8,No,Yes,24,Venmo,Quarterly
16988,56,Female,Gloves,Footwear,76,Montana,S,Brown,Spring,3.8,Yes,No,30,Venmo,Quarterly
16989,70,Male,Pants,Footwear,51,West Virginia,M,Peach,Fall,3.3,No,Yes,10,Bank Transfer,Fortnightly
16990,37,Female,Hoodie,Outerwear,47,New Hampshire,L,Violet,Winter,3.4,No,Yes,39,Bank Transfer,Bi-Weekly
16991,52,Female,Jewelry,Accessories,73,Delaware,L,Silver,Winter,2.9,Yes,No,7,Bank Transfer,Every 3 Months
16992,50,Male,Backpack,Clothing,75,Iowa,XL,Violet,Summer,4.1,Yes,No,45,Bank Transfer,Annually
16993,21,Male,Shirt,Outerwear,50,New Jersey,L,Olive,Fall,4.1,No,No,46,PayPal,Annually
16994,24,Male,Gloves,Clothing,55,Texas,M,Cyan,Spring,2.9,Yes,Yes,43,Credit Card,Annually
16995,64,Male,Boots,Footwear,21,Pennsylvania,S,Charcoal,Winter,4.0,Yes,No,17,Bank Transfer,Weekly
16996,30,Male,Jeans,Accessories,84,Washington,L,Beige,Summer,3.5,Yes,No,20,Cash,Weekly
16997,31,Male,Blouse,Clothing,86,Vermont,S,Black,Summer,2.6,No,No,16,Credit Card,Weekly
16998,61,Male,Shoes,Clothing,45,Delaware,L,White,Spring,3.9,No,No,30,Cash,Weekly
16999,61,Female,Sunglasses,Outerwear,88,Connecticut,L,Olive,Fall,4.1,Yes,No,22,Cash,Quarterly
17000,51,Male,Shoes,Footwear,39,New York,L,Blue,Summer,4.4,No,Yes,45,PayPal,Fortnightly
17001,40,Male,Jewelry,Footwear,41,Alabama,XL,Magenta,Winter,4.2,Yes,Yes,33,Credit Card,Quarterly
17002,58,Female,Hoodie,Accessories,60,Georgia,M,Brown,Winter,4.9,Yes,Yes,47,PayPal,Monthly
17003,70,Female,T-shirt,Accessories,33,Massachusetts,S,Black,Summer,4.4,No,Yes,48,Bank Transfer,Weekly
17004,24,Female,Hat,Footwear,70,Tennessee,S,Turquoise,Winter,4.5,Yes,Yes,40,PayPal,Monthly
17005,67,Male,Scarf,Outerwear,98,Virginia,XL,Magenta,Spring,3.6,Yes,No,50,Bank Transfer,Annually
17006,28,Female,Handbag,Footwear,98,Maine,S,Beige,Fall,4.0,No,No,16,Credit Card,Weekly
17007,31,Female,Handbag,Outerwear,88,Ohio,L,Charcoal,Spring,4.0,No,Yes,28,Bank Transfer,Quarterly
17008,32,Female,Sweater,Accessories,81,Wisconsin,L,Gray,Spring,3.5,Yes,No,40,Venmo,Annually
17009,50,Male,Shorts,Footwear,54,Montana,M,Blue,Spring,4.6,No,Yes,5,Credit Card,Monthly
17010,44,Male,Jewelry,Outerwear,76,New Jersey,S,Beige,Fall,4.7,Yes,No,32,Cash,Bi-Weekly
17011,52,Male,Dress,Clothing,32,North Carolina,L,Magenta,Summer,4.3,Yes,No,42,Cash,Bi-Weekly
17012,33,Female,Socks,Outerwear,61,Hawaii,M,Cyan,Winter,4.8,Yes,No,17,Bank Transfer,Every 3 Months
17013,33,Female,Hoodie,Footwear,36,Delaware,M,Violet,Fall,4.5,No,Yes,46,Bank Transfer,Weekly
17014,66,Male,Sweater,Accessories,39,South Carolina,S,Charcoal,Winter,4.6,Yes,Yes,19,Cash,Quarterly
17015,23,Male,Hat,Footwear,76,West Virginia,L,Charcoal,Summer,4.1,Yes,Yes,4,Debit Card,Monthly
17016,21,Female,Jewelry,Footwear,31,South Dakota,L,Purple,Fall,2.9,Yes,Yes,9,PayPal,Bi-Weekly
17017,57,Female,Hat,Accessories,97,Wisconsin,M,Turquoise,Winter,2.7,No,Yes,41,PayPal,Monthly
17018,42,Male,Hat,Accessories,20,Kentucky,S,Maroon,Fall,3.5,Yes,No,38,Debit Card,Quarterly
17019,58,Male,Scarf,Accessories,46,Tennessee,S,Purple,Spring,2.9,No,No,40,Debit Card,Monthly
17020,39,Male,Blouse,Accessories,65,New Hampshire,M,Yellow,Fall,3.5,Yes,No,1,Cash,Weekly
17021,37,Male,Sneakers,Outerwear,98,Virginia,L,Purple,Spring,3.4,Yes,Yes,42,PayPal,Fortnightly
17022,56,Female,Shirt,Footwear,40,Indiana,S,Orange,Spring,4.4,Yes,No,20,Venmo,Monthly
17023,31,Male,Hoodie,Outerwear,67,Vermont,S,Charcoal,Winter,3.6,Yes,No,2,Bank Transfer,Every 3 Months
17024,37,Female,T-shirt,Clothing,29,Vermont,M,Pink,Spring,2.7,No,No,8,PayPal,Bi-Weekly
17025,40,Male,Jeans,Footwear,28,Texas,S,White,Fall,4.7,No,Yes,30,Debit Card,Weekly
17026,18,Male,Jewelry,Outerwear,48,Kentucky,L,Gray,Summer,3.8,No,Yes,26,Venmo,Annually
17027,45,Female,Shorts,Accessories,29,Arizona,S,White,Spring,3.9,Yes,No,42,PayPal,Monthly
17028,66,Male,Skirt,Outerwear,55,Delaware,S,Turquoise,Winter,3.3,No,No,29,Bank Transfer,Annually
17029,69,Female,Shorts,Accessories,44,Georgia,L,Turquoise,Winter,2.9,No,No,10,Venmo,Annually
17030,26,Male,Backpack,Clothing,82,New Hampshire,S,Green,Summer,4.5,No,No,7,Debit Card,Annually
17031,69,Female,Shorts,Clothing,32,Washington,XL,Charcoal,Fall,4.7,Yes,No,5,Debit Card,Annually
17032,28,Female,Boots,Footwear,53,Pennsylvania,L,Red,Summer,2.9,Yes,No,34,Venmo,Monthly
17033,53,Male,Boots,Clothing,59,Indiana,S,Yellow,Spring,4.1,Yes,Yes,28,Venmo,Quarterly
17034,35,Male,Handbag,Footwear,58,Louisiana,S,Turquoise,Fall,4.4,No,Yes,28,Bank Transfer,Bi-Weekly
17035,54,Female,Pants,Outerwear,26,Rhode Island,XL,Olive,Summer,4.9,Yes,No,31,Debit Card,Fortnightly
17036,36,Female,Scarf,Clothing,41,Michigan,XL,Charcoal,Winter,4.6,Yes,No,19,Debit Card,Every 3 Months
17037,68,Male,Sweater,Clothing,28,Nevada,L,Brown,Winter,2.6,No,No,14,Bank Transfer,Fortnightly
17038,49,Female,Scarf,Clothing,95,Idaho,L,Maroon,Fall,3.2,No,Yes,42,Debit Card,Fortnightly
17039,46,Female,Socks,Outerwear,66,Maryland,S,Charcoal,Winter,3.9,Yes,Yes,17,Credit Card,Quarterly
17040,24,Male,Handbag,Clothing,63,Illinois,L,Beige,Fall,4.6,No,Yes,7,Debit Card,Bi-Weekly
17041,68,Female,Jacket,Footwear,79,Louisiana,L,Gray,Fall,3.7,Yes,No,26,Credit Card,Every 3 Months
17042,57,Male,Dress,Outerwear,37,Vermont,S,Pink,Spring,2.6,No,Yes,27,Debit Card,Fortnightly
17043,23,Female,Gloves,Outerwear,25,Texas,XL,Indigo,Fall,3.2,Yes,Yes,13,Credit Card,Annually
17044,44,Male,Gloves,Clothing,51,Iowa,S,Purple,Fall,3.7,No,No,46,Bank Transfer,Annually
17045,55,Male,Handbag,Accessories,82,Idaho,M,Black,Winter,3.1,No,No,25,Bank Transfer,Annually
17046,62,Male,Socks,Clothing,95,Vermont,XL,Indigo,Fall,2.7,Yes,No,21,PayPal,Annually
17047,22,Male,Dress,Footwear,61,Illinois,M,Beige,Spring,5.0,No,No,24,Bank Transfer,Annually
17048,38,Female,Blouse,Outerwear,59,West Virginia,M,Violet,Winter,3.6,Yes,No,19,Cash,Every 3 Months
17049,33,Female,Belt,Footwear,90,Ohio,M,Cyan,Summer,2.7,Yes,Yes,3,Cash,Fortnightly
17050,36,Female,Shirt,Footwear,96,California,L,Turquoise,Fall,3.6,Yes,No,5,Venmo,Monthly
17051,40,Female,Pants,Accessories,88,South Dakota,M,Purple,Fall,3.3,Yes,Yes,33,PayPal,Quarterly
17052,63,Female,Jeans,Footwear,75,Arizona,L,Gold,Fall,4.2,No,No,11,PayPal,Annually
17053,41,Female,Blouse,Footwear,68,Kansas,S,Violet,Winter,4.5,Yes,No,29,Credit Card,Weekly
17054,49,Female,T-shirt,Accessories,38,Maryland,M,Maroon,Summer,4.1,Yes,Yes,4,Venmo,Weekly
17055,34,Male,Jeans,Accessories,30,New Jersey,L,Brown,Fall,4.3,Yes,No,18,Bank Transfer,Every 3 Months
17056,50,Male,Sneakers,Footwear,32,Mississippi,XL,Brown,Summer,5.0,No,No,5,Credit Card,Fortnightly
17057,19,Female,Sunglasses,Footwear,66,Connecticut,S,Turquoise,Summer,4.9,No,No,47,Credit Card,Fortnightly
17058,32,Female,Shirt,Outerwear,72,Utah,M,Violet,Summer,2.7,No,Yes,41,PayPal,Bi-Weekly
17059,22,Female,Blouse,Accessories,51,Maryland,M,Maroon,Winter,5.0,No,No,22,Credit Card,Every 3 Months
17060,38,Female,Boots,Clothing,66,Alaska,L,White,Fall,4.7,Yes,Yes,26,Credit Card,Every 3 Months
17061,49,Female,Boots,Accessories,56,Nebraska,L,Black,Winter,3.3,No,No,30,Venmo,Bi-Weekly
17062,30,Female,Jeans,Outerwear,70,Nebraska,L,White,Fall,3.1,Yes,No,16,Credit Card,Fortnightly
17063,42,Female,Sneakers,Clothing,38,Alabama,XL,Gold,Summer,4.3,Yes,Yes,4,Bank Transfer,Fortnightly
17064,47,Male,Shirt,Accessories,98,Alaska,L,Gold,Fall,2.8,No,No,6,PayPal,Annually
17065,65,Male,Scarf,Accessories,55,Maine,M,Gray,Summer,4.3,Yes,Yes,38,Bank Transfer,Every 3 Months
17066,34,Male,Handbag,Accessories,40,Montana,L,Silver,Fall,4.4,No,No,25,Cash,Bi-Weekly
17067,33,Female,Shoes,Clothing,71,Idaho,M,Red,Summer,4.2,Yes,No,28,Debit Card,Every 3 Months
17068,41,Male,Backpack,Accessories,29,Alabama,L,Cyan,Spring,3.8,Yes,No,30,Credit Card,Annually
17069,46,Female,Gloves,Footwear,58,Minnesota,M,Gold,Fall,4.3,Yes,No,24,Cash,Bi-Weekly
17070,27,Male,T-shirt,Footwear,93,Mississippi,XL,Purple,Summer,3.3,No,No,1,Credit Card,Monthly
17071,52,Male,Skirt,Footwear,25,Alabama,L,Orange,Summer,3.3,No,Yes,4,Venmo,Monthly
17072,25,Male,Handbag,Clothing,26,Vermont,M,Magenta,Fall,2.7,Yes,Yes,38,Debit Card,Annually
17073,64,Male,Jacket,Outerwear,46,South Carolina,S,Silver,Spring,3.6,No,Yes,37,Venmo,Weekly
17074,19,Female,Gloves,Footwear,57,North Carolina,L,Lavender,Fall,4.1,Yes,No,46,Debit Card,Annually
17075,25,Female,Boots,Clothing,68,Oregon,L,Blue,Winter,2.7,Yes,Yes,14,Bank Transfer,Monthly
17076,50,Male,Handbag,Clothing,43,Alaska,M,Red,Winter,2.6,No,No,50,Venmo,Bi-Weekly
17077,58,Male,Hoodie,Outerwear,81,Wisconsin,S,Blue,Spring,2.6,No,No,25,Credit Card,Monthly
17078,20,Female,Gloves,Outerwear,69,Alaska,L,Green,Spring,4.7,No,No,13,Credit Card,Fortnightly
17079,60,Male,Shirt,Clothing,82,Nebraska,S,Peach,Winter,3.1,Yes,No,31,Venmo,Fortnightly
17080,49,Male,Pants,Clothing,80,Wisconsin,S,Black,Spring,3.5,Yes,No,18,Debit Card,Quarterly
17081,33,Male,Socks,Footwear,34,Delaware,L,Gray,Summer,3.5,Yes,No,41,Cash,Fortnightly
17082,33,Male,Sunglasses,Clothing,31,Utah,M,Cyan,Spring,3.2,No,Yes,13,Debit Card,Bi-Weekly
17083,70,Male,Pants,Accessories,37,New Hampshire,M,Charcoal,Summer,3.9,Yes,Yes,36,Cash,Every 3 Months
17084,43,Male,Pants,Outerwear,83,Michigan,M,Beige,Winter,4.2,Yes,Yes,35,Debit Card,Annually
17085,34,Male,Shoes,Clothing,58,Minnesota,M,Charcoal,Spring,4.2,No,Yes,33,Cash,Annually
17086,56,Female,Pants,Footwear,38,Michigan,L,Yellow,Fall,3.6,No,No,37,Debit Card,Annually
17087,28,Female,Hoodie,Outerwear,66,Ohio,M,Gold,Spring,2.7,Yes,No,34,Credit Card,Every 3 Months
17088,68,Female,Jeans,Clothing,22,South Dakota,XL,Yellow,Winter,4.7,Yes,No,50,Bank Transfer,Quarterly
17089,21,Male,Dress,Footwear,57,Delaware,L,Black,Fall,3.0,Yes,No,33,Venmo,Fortnightly
17090,20,Male,Jeans,Footwear,49,Kansas,M,Yellow,Fall,2.5,Yes,Yes,5,Debit Card,Weekly
17091,47,Male,Belt,Accessories,69,Tennessee,L,Gold,Spring,4.3,No,Yes,3,Credit Card,Every 3 Months
17092,46,Female,Dress,Footwear,26,Rhode Island,XL,Indigo,Summer,4.4,Yes,Yes,36,Credit Card,Monthly
17093,25,Female,Hoodie,Clothing,65,Tennessee,XL,Teal,Spring,4.5,Yes,No,26,PayPal,Weekly
17094,26,Female,Jewelry,Footwear,29,Nevada,L,Magenta,Summer,3.3,No,No,47,Venmo,Weekly
17095,20,Female,Backpack,Outerwear,95,Tennessee,XL,Turquoise,Fall,2.9,No,Yes,21,Debit Card,Every 3 Months
17096,18,Male,Shirt,Outerwear,96,Colorado,M,Turquoise,Spring,4.3,Yes,No,46,Bank Transfer,Monthly
17097,61,Male,Sunglasses,Accessories,98,Nevada,XL,Blue,Summer,2.9,No,No,2,Cash,Fortnightly
17098,19,Male,Gloves,Footwear,53,Kansas,L,Gray,Summer,4.2,No,Yes,31,Credit Card,Quarterly
17099,39,Female,Blouse,Clothing,42,Montana,S,Red,Summer,4.7,Yes,Yes,12,PayPal,Fortnightly
17100,57,Male,Hoodie,Accessories,94,South Dakota,S,Red,Fall,3.9,No,No,45,Venmo,Every 3 Months
17101,48,Male,Jacket,Accessories,96,New York,S,Cyan,Winter,4.3,Yes,No,4,Credit Card,Fortnightly
17102,63,Male,Gloves,Accessories,99,Arkansas,M,Gray,Winter,5.0,No,Yes,50,Credit Card,Weekly
17103,25,Male,Hat,Outerwear,67,Massachusetts,M,Brown,Spring,2.8,No,Yes,36,PayPal,Quarterly
17104,52,Male,Coat,Clothing,30,Utah,XL,Red,Summer,4.7,Yes,No,34,Venmo,Quarterly
17105,37,Male,Dress,Accessories,35,North Carolina,S,Orange,Fall,3.4,Yes,No,3,Cash,Monthly
17106,41,Female,Jeans,Footwear,89,Colorado,M,Silver,Fall,4.1,Yes,No,35,PayPal,Weekly
17107,21,Female,Blouse,Accessories,89,Delaware,M,Cyan,Fall,4.2,No,No,12,Credit Card,Annually
17108,41,Female,Jewelry,Outerwear,42,Illinois,M,Beige,Winter,4.4,Yes,Yes,46,Bank Transfer,Every 3 Months
17109,27,Male,Sandals,Footwear,88,Georgia,M,Teal,Winter,3.9,Yes,Yes,30,Credit Card,Annually
17110,44,Male,Scarf,Accessories,73,New Mexico,L,Olive,Summer,3.7,No,No,5,Cash,Weekly
17111,30,Male,Gloves,Accessories,51,New Jersey,M,Blue,Fall,4.9,Yes,Yes,34,Debit Card,Weekly
17112,30,Female,Shirt,Outerwear,20,Nebraska,S,Lavender,Winter,4.6,Yes,Yes,42,Cash,Every 3 Months
17113,65,Female,Dress,Accessories,34,Vermont,L,Yellow,Spring,4.3,No,Yes,43,Bank Transfer,Fortnightly
17114,55,Male,Shorts,Clothing,21,Minnesota,XL,Black,Spring,4.7,No,No,29,Cash,Quarterly
17115,30,Female,Handbag,Outerwear,99,North Carolina,XL,Green,Fall,4.2,No,Yes,31,Bank Transfer,Quarterly
17116,69,Female,Socks,Clothing,44,Delaware,XL,Violet,Spring,3.6,No,No,49,Bank Transfer,Bi-Weekly
17117,20,Male,Skirt,Outerwear,71,Texas,S,Maroon,Summer,2.9,Yes,Yes,18,Debit Card,Quarterly
17118,45,Female,Backpack,Accessories,84,Minnesota,L,Purple,Winter,4.2,Yes,No,42,Credit Card,Annually
17119,53,Male,Shirt,Outerwear,20,North Carolina,S,Maroon,Winter,4.6,No,Yes,35,Cash,Weekly
17120,59,Male,Hat,Outerwear,60,Colorado,M,Charcoal,Fall,2.8,Yes,No,7,Venmo,Quarterly
17121,45,Male,Shoes,Clothing,94,Illinois,L,Violet,Fall,4.6,No,Yes,48,Debit Card,Fortnightly
17122,33,Female,Shorts,Footwear,31,South Carolina,S,Teal,Winter,2.7,No,Yes,41,Debit Card,Monthly
17123,42,Female,Shorts,Accessories,30,Wisconsin,L,Turquoise,Fall,4.5,No,No,46,Debit Card,Weekly
17124,18,Female,Sweater,Footwear,56,Connecticut,S,Magenta,Fall,4.8,No,No,50,Bank Transfer,Bi-Weekly
17125,62,Female,Sweater,Accessories,100,Rhode Island,XL,Cyan,Winter,4.0,Yes,Yes,47,Debit Card,Weekly
17126,69,Male,Handbag,Footwear,41,Wisconsin,M,Cyan,Fall,4.2,No,Yes,49,Venmo,Fortnightly
17127,61,Male,Boots,Clothing,66,Wisconsin,XL,Teal,Summer,3.8,Yes,No,29,Venmo,Every 3 Months
17128,38,Male,Jeans,Accessories,21,Ohio,XL,Magenta,Winter,2.8,Yes,No,23,Credit Card,Weekly
17129,59,Female,Scarf,Outerwear,68,Texas,S,Indigo,Fall,2.9,No,Yes,28,Debit Card,Every 3 Months
17130,23,Male,Sunglasses,Accessories,82,New Jersey,L,Orange,Winter,3.4,Yes,No,43,Venmo,Fortnightly
17131,32,Female,Gloves,Footwear,24,Maryland,S,Violet,Winter,2.6,No,Yes,24,Bank Transfer,Quarterly
17132,32,Female,Coat,Footwear,68,Indiana,L,Brown,Summer,3.8,No,No,32,PayPal,Bi-Weekly
17133,32,Female,Socks,Accessories,75,New Hampshire,S,Blue,Spring,2.7,Yes,No,17,Credit Card,Bi-Weekly
17134,58,Female,Sandals,Outerwear,24,Washington,XL,Indigo,Winter,4.8,No,Yes,27,Bank Transfer,Monthly
